subnum,group,session,tod,block,trial,targ,foil,studytime,rt,order,resp,corr
2JT,A,8,1,4,35,0101010001111111010011000,0101110001111110010011000,1005,1299,0,<rshift>,1
3001,A,10,2,7,1,1001100111110001100011100,0001100111110001100111100,1008,1191,0,<rshift>,1
3001,A,10,2,7,2,0110011100100110101011000,0100011110100110101011000,1007,1295,0,<rshift>,1
3001,A,10,2,7,3,0110101001000100111110110,0110101001000001111110110,1007,1152,0,<rshift>,1
3001,A,10,2,7,4,0000100011011011000111100,0000110011011010000111100,1008,766,1,<lshift>,1
3001,A,10,2,7,5,0100100010111001110100010,0100101000111001110100010,1008,1606,0,<rshift>,1
3001,A,10,2,7,6,0000111110100111001100100,0000111110100111001000101,1007,865,1,<lshift>,1
3001,A,10,2,7,7,1100110010000001101100011,1100110010000001001101011,1007,1891,1,<lshift>,1
3001,A,10,2,7,8,1100101001001010010010011,1100101001000010011010011,1007,2326,1,<lshift>,1
3001,A,10,2,7,9,0111000001011101111000110,0101000001011101111010110,1007,965,1,<lshift>,1
3001,A,10,2,7,10,1100001100110000111001111,1100001110100000111001111,1007,821,0,<rshift>,1
3001,A,10,2,7,11,1010110011100001111000110,1010110011110001111000010,1006,3435,0,<rshift>,1
3001,A,10,2,7,12,1010110010110010110110000,1010110010010010110110001,1008,1633,0,<rshift>,1
3001,A,10,2,7,13,0011101110110000110101010,0010101110111000110101010,1008,1770,1,<lshift>,1
3001,A,10,2,7,14,1000100011000001110111011,0000100011010001110111011,1008,1137,0,<rshift>,1
3001,A,10,2,7,15,1000010110101101000101100,1000000110101101000101101,1007,1049,0,<rshift>,1
3001,A,10,2,7,16,0100100001010011001101110,0100100001011011001101010,1008,974,1,<lshift>,1
3001,A,10,2,7,17,1010011000001110110011100,1010011001001110010011100,1008,4703,0,<rshift>,1
3001,A,10,2,7,18,1111100110001010110001000,1111100110001100110001000,1008,1006,1,<lshift>,1
3001,A,10,2,7,19,0101011000001011101110001,0101011000101001101110001,1008,1596,0,<rshift>,1
3001,A,10,2,7,20,0110001001010001101110011,0110011001010001100110011,1007,1250,0,<rshift>,1
3001,A,10,2,7,21,1110000111101011011100000,1110000111101011001100001,1007,1029,0,<rshift>,1
3001,A,10,2,7,22,1101100110101000100110011,1101101110100000100110011,1007,3051,0,<rshift>,1
3001,A,10,2,7,23,1001101001010011010011100,1101101000010011010011100,1008,1361,0,<rshift>,1
3001,A,10,2,7,24,1000100010110011111000001,1100100010110011011000001,1006,2578,1,<lshift>,1
3001,A,10,2,7,25,0111100100001011011000100,0011101100001011011000100,1007,1312,0,<rshift>,1
3001,A,10,2,7,26,0110010101111010000100010,0110010101101010000110010,1006,900,0,<rshift>,1
3001,A,10,2,7,27,0111000001111001100011001,0111000001101001100011011,1008,1815,0,<rshift>,1
3001,A,10,2,7,28,1100100101110101010010011,1100000101110101010010111,1006,5511,1,<lshift>,1
3001,A,10,2,7,29,1010011011011001010001000,1010001011011101010001000,1006,2900,0,<rshift>,1
3001,A,10,2,7,30,0110000000111011110110101,0110100000111011100110101,1008,810,0,<rshift>,1
3001,A,10,2,7,31,1110000000101100101111011,1110000000101001101111011,1007,1846,1,<rshift>,0
3001,A,10,2,7,32,0011110001001011001000110,0011110000001011001001110,1006,2896,0,<rshift>,1
3001,A,10,2,7,33,0100100000110011000011111,0100100001110011000001111,1007,1479,1,<lshift>,1
3001,A,10,2,7,34,1101000010100011111011010,1101000010000011111011011,1008,1666,1,<lshift>,1
3001,A,10,2,7,35,1100001111100110101010001,1100001111000110101110001,1008,1012,1,<lshift>,1
3001,A,1,1,7,1,1000100000101101110110001,1000110000101001110110001,1007,6723,1,<lshift>,1
3001,A,1,1,7,2,1111011100001101000010100,1111001100001101000010101,1007,4429,1,<rshift>,0
3001,A,1,1,7,3,1001110110001000110101011,1001110110001000110001111,1006,2689,0,<rshift>,1
3001,A,1,1,7,4,0111110100000111111100000,0111110100000111110100001,1007,1231,0,<rshift>,1
3001,A,1,1,7,5,1111101001100010010001100,1111001101100010010001100,1008,2148,0,<rshift>,1
3001,A,1,1,7,6,0010100011101101001110000,0010100011111101001100000,1008,2100,1,<lshift>,1
3001,A,1,1,7,7,0100001101110110000011111,1100001101110110000011011,1008,1104,0,<rshift>,1
3001,A,1,1,7,8,1100001111011001010011001,1100001111010001010011101,1006,1090,0,<rshift>,1
3001,A,1,1,7,9,1111100001001110001000010,1011100001101110001000010,1006,1478,1,<lshift>,1
3001,A,1,1,7,10,1101101111100001000001101,1101100111100011000001101,1008,2801,0,<lshift>,0
3001,A,1,1,7,11,0101011101001010101000011,0101011111001010001000011,1008,2680,0,<rshift>,1
3001,A,1,1,7,12,0011001110001000110011111,0010011110001000110011111,1007,986,0,<rshift>,1
3001,A,1,1,7,13,0001001011101011000001111,0001001011101001010001111,1008,2736,1,<lshift>,1
3001,A,1,1,7,14,1101101100101001000101101,1101101110001001000101101,1007,2098,1,<lshift>,1
3001,A,1,1,7,15,0011110000011111010011000,0011110000011111010001100,1007,2769,0,<rshift>,1
3001,A,1,1,7,16,1000011011001000110111011,1000011010001000111111011,1007,1426,0,<rshift>,1
3001,A,1,1,7,17,1010101011100001001001101,1010011011100001001001101,1008,8055,1,<lshift>,1
3001,A,1,1,7,18,0010110011010100110011010,0010110011010010110011010,1008,1244,0,<rshift>,1
3001,A,1,1,7,19,0110011111110010100000110,0110010111110010110000110,1007,1094,1,<lshift>,1
3001,A,1,1,7,20,0101111001001010111001100,0100111001001010111101100,1007,2029,0,<rshift>,1
3001,A,1,1,7,21,1000010101001000101101101,1010010101001000001101101,1006,1298,1,<lshift>,1
3001,A,1,1,7,22,0011100010111101110010010,0010100010111111110010010,1007,902,1,<lshift>,1
3001,A,1,1,7,23,1110001010100110011001101,0110001010100110011101101,1007,1041,0,<rshift>,1
3001,A,1,1,7,24,0000100101100100101110110,0000100101100100100111110,1007,871,0,<rshift>,1
3001,A,1,1,7,25,0101101110001011000100101,0111100110001011000100101,1008,1035,1,<lshift>,1
3001,A,1,1,7,26,1011100000001111110110100,1011110000001101110110100,1008,1240,0,<rshift>,1
3001,A,1,1,7,27,0100101101000110101010101,0100111101000100101010101,1008,1443,1,<rshift>,0
3001,A,1,1,7,28,1110100100110100001110100,1110101100110100000110100,1007,752,1,<lshift>,1
3001,A,1,1,7,29,1100000100001010110011101,1100000100001010110111100,1006,1869,0,<lshift>,0
3001,A,1,1,7,30,1010100110110110010100100,1011100110100110010100100,1008,1082,1,<lshift>,1
3001,A,1,1,7,31,1010000110001011110100100,1010000010001011110110100,1007,1047,0,<rshift>,1
3001,A,1,1,7,32,1100101110010010010011100,1100111100010010010011100,1008,899,0,<rshift>,1
3001,A,1,1,7,33,0110111001010100101011000,0110111001010110100011000,1008,1650,1,<rshift>,0
3001,A,1,1,7,34,0100001101111011100000011,0110001101111011000000011,1008,1534,0,<lshift>,0
3001,A,1,1,7,35,1110001010000011100001011,1110001010000010100101011,1007,1717,0,<rshift>,1
3001,A,12,1,3,1,1111110100011000000011000,1111100100011010000011000,1007,1105,0,<rshift>,1
3001,A,12,1,3,2,1100001101011001011111000,1100011101010001011111000,1008,1016,0,<rshift>,1
3001,A,12,1,3,3,0111010000001010111100101,0111010000000011111100101,1008,902,0,<rshift>,1
3001,A,12,1,3,4,1101111001010011000100010,1101011001110011000100010,1008,901,0,<rshift>,1
3001,A,12,1,3,5,0110110111010101000000011,0110110110110101000000011,1008,1596,1,<lshift>,1
3001,A,12,1,3,6,0110010110000100110100111,0110010010000100111100111,1007,1812,0,<rshift>,1
3001,A,12,1,3,7,1101010110110000111101000,1101010110010001111101000,1007,942,0,<rshift>,1
3001,A,12,1,3,8,1101001100011010010101101,1101001100011011010101001,1007,908,1,<lshift>,1
3001,A,12,1,3,9,0100110010100111010001100,0000110010110111010001100,1007,1002,0,<rshift>,1
3001,A,12,1,3,10,0000010111101010010100011,0000010111101110010100010,1007,850,0,<rshift>,1
3001,A,12,1,3,11,0000101011001001001110110,0010101011001000001110110,1007,1362,1,<lshift>,1
3001,A,12,1,3,12,1000001111110101010001110,1000001101110101110001110,1006,963,1,<lshift>,1
3001,A,12,1,3,13,0110011011100101001100000,0110001011100101001100001,1006,787,0,<rshift>,1
3001,A,12,1,3,14,1011000101110011101001000,1011100101010011101001000,1008,738,0,<rshift>,1
3001,A,12,1,3,15,0010100011110010101111000,0010100111100010101111000,1008,778,0,<rshift>,1
3001,A,12,1,3,16,0010001110010000111101010,0010001110000000111101011,1007,891,1,<lshift>,1
3001,A,12,1,3,17,0000010110111000011111011,1000010110111000011111010,1006,730,0,<rshift>,1
3001,A,12,1,3,18,1110010111100110101000100,1110000111100110101000101,1007,1092,1,<lshift>,1
3001,A,12,1,3,19,1010010000100111100101110,1000010000110111100101110,1008,707,1,<lshift>,1
3001,A,12,1,3,20,0001101101011000010011101,0000101101011000010011111,1008,713,1,<lshift>,1
3001,A,12,1,3,21,1100110101100011010100100,1100010101100011010100110,1008,775,1,<lshift>,1
3001,A,12,1,3,22,1100110110100110000111000,1100010110100111000111000,1008,891,0,<rshift>,1
3001,A,12,1,3,23,0110100000000111011100110,0110100100000111011100010,1008,1717,1,<lshift>,1
3001,A,12,1,3,24,0001011111010001001100110,1001001111010001001100110,1007,808,1,<lshift>,1
3001,A,12,1,3,25,1001000110101110101000100,1101000110101110001000100,1007,1115,1,<lshift>,1
3001,A,12,1,3,26,0011010100111011100001110,0011010100111011100101100,1007,1430,1,<lshift>,1
3001,A,12,1,3,27,0001011100111100000011010,1001011100111100000010010,1007,828,1,<lshift>,1
3001,A,12,1,3,28,1000111110111000000100010,1100111110011000000100010,1007,836,0,<lshift>,0
3001,A,12,1,3,29,1010001001111110000010101,1010101001011110000010101,1008,1092,1,<rshift>,0
3001,A,12,1,3,30,1001001010100110111110001,0001011010100110111110001,1007,879,1,<lshift>,1
3001,A,12,1,3,31,0001001101101101010101001,0001001101101101010011001,1008,2252,0,<lshift>,0
3001,A,12,1,3,32,0111001110010111000100001,0110011110010111000100001,1008,1381,0,<lshift>,0
3001,A,12,1,3,33,1011101110000110100101100,1010101110010110100101100,1007,797,0,<rshift>,1
3001,A,12,1,3,34,0000111011101010010010101,0100111011100010010010101,1008,1598,0,<rshift>,1
3001,A,12,1,3,35,0101011001111000100010010,0111011000111000100010010,1007,803,0,<rshift>,1
3001,A,2,2,7,1,0101000100001101010011011,0001001100001101010011011,1007,1709,0,<lshift>,0
3001,A,2,2,7,2,1100110111001100010110010,1101110110001100010110010,1007,2974,0,<rshift>,1
3001,A,2,2,7,3,1100101001000101111011000,1100111001000101011011000,1008,1451,0,<rshift>,1
3001,A,2,2,7,4,1111000110100100100101010,1111000100100110100101010,1008,1929,1,<lshift>,1
3001,A,2,2,7,5,1001100001110010011010111,1001101001110010001010111,1006,2029,0,<lshift>,0
3001,A,2,2,7,6,0001011111110010001001000,1001011111110010001000000,1008,1609,0,<rshift>,1
3001,A,2,2,7,7,0010111011110001010100011,0010110011110001010100111,1007,1324,1,<lshift>,1
3001,A,2,2,7,8,0000101011001010011011001,0010001011001010011011001,1007,2340,0,<lshift>,0
3001,A,2,2,7,9,0110001100100000011011011,0110001100000010011011011,1008,1572,0,<rshift>,1
3001,A,2,2,7,10,0000011111101001010101001,0000010111101001010101101,1008,1002,0,<rshift>,1
3001,A,2,2,7,11,0001001111001100011101110,0001001101001100011101111,1007,1147,0,<rshift>,1
3001,A,2,2,7,12,0000111110000110010100111,0100111100000110010100111,1008,951,1,<lshift>,1
3001,A,2,2,7,13,1001001011101000010101001,1001001011101010010001001,1008,2207,0,<lshift>,0
3001,A,2,2,7,14,1001101000110101011001100,1001101001110001011001100,1008,865,1,<lshift>,1
3001,A,2,2,7,15,0110001111100110110110000,0110001111110010110110000,1007,781,1,<lshift>,1
3001,A,2,2,7,16,1001010111001110100001011,1001000111101110100001011,1007,2350,0,<lshift>,0
3001,A,2,2,7,17,1001000001110011100110001,1001000001110010101110001,1007,1359,1,<lshift>,1
3001,A,2,2,7,18,1000111101010111010000010,1000111001010111011000010,1008,2891,1,<rshift>,0
3001,A,2,2,7,19,1001001001101111011011000,1001001001100111011011010,1007,1881,1,<lshift>,1
3001,A,2,2,7,20,0010111011001110000010001,0010101011001110000110001,1007,1203,0,<rshift>,1
3001,A,2,2,7,21,1000111010000110110001111,0010111010000110110001111,1007,1116,0,<rshift>,1
3001,A,2,2,7,22,1001101010000001111010011,1001101011000001011010011,1008,1314,1,<lshift>,1
3001,A,2,2,7,23,1000100010110101001011101,1000100010110101001010111,1008,2065,0,<rshift>,1
3001,A,2,2,7,24,1011001000011100110001111,1011001000011101010001111,1007,793,1,<lshift>,1
3001,A,2,2,7,25,0001101110110010001010010,0011101110100010001010010,1007,918,0,<rshift>,1
3001,A,2,2,7,26,0010011100001101101100111,0010001100001111101100111,1007,1317,1,<rshift>,0
3001,A,2,2,7,27,0010000001001011011111001,0010010001001001011111001,1007,1172,0,<rshift>,1
3001,A,2,2,7,28,0111000010001001101101101,0101000010001011101101101,1008,1668,1,<lshift>,1
3001,A,2,2,7,29,0100011011100010001110110,0110011011100010001100110,1008,1463,0,<rshift>,1
3001,A,2,2,7,30,1011110100110010001000100,1011110100110010001010000,1007,873,0,<rshift>,1
3001,A,2,2,7,31,1001100100100100100101110,1001100110100100100001110,1007,1147,1,<lshift>,1
3001,A,2,2,7,32,1001010011010111001100001,1000010011010111101100001,1008,1797,0,<rshift>,1
3001,A,2,2,7,33,0010010010111100011101011,1010010010011100011101011,1008,1834,1,<rshift>,0
3001,A,2,2,7,34,0000111101011010101001000,0001111101011000101001000,1007,1367,1,<rshift>,0
3001,A,2,2,7,35,0110010110110000010011111,0110010101110000010011111,1008,3083,0,<rshift>,1
3001,A,3,3,2,1,0101100000001111101000011,0101100001001110101000011,1007,1639,0,<rshift>,1
3001,A,3,3,2,2,0110111110110000000101100,0110111110110100000001100,1008,1424,1,<lshift>,1
3001,A,3,3,2,3,0001101010101000011010111,0101101010100000011010111,1008,3356,0,<lshift>,0
3001,A,3,3,2,4,0110000110101011000011101,0110000010101011000111101,1007,1076,0,<rshift>,1
3001,A,3,3,2,5,1110101100010110011010100,1110100110010110011010100,1007,1754,1,<lshift>,1
3001,A,3,3,2,6,0111110001010101010101010,0111110000110101010101010,1008,1158,1,<lshift>,1
3001,A,3,3,2,7,0011011010111101001001100,0001011010111101101001100,1007,981,0,<rshift>,1
3001,A,3,3,2,8,0000001010101011011000111,0000001000101111011000111,1008,873,1,<lshift>,1
3001,A,3,3,2,9,0001101110000101101101010,0001111110000101001101010,1008,902,1,<lshift>,1
3001,A,3,3,2,10,0001001001110101100110111,0001101001100101100110111,1007,2038,0,<rshift>,1
3001,A,3,3,2,11,1110100010001011010110000,1110100010001011000110001,1006,711,1,<lshift>,1
3001,A,3,3,2,12,1010011100000010110111100,1110011100000010110111000,1007,846,0,<rshift>,1
3001,A,3,3,2,13,1010100101110010101101001,1010100001110010101101101,1006,1295,0,<rshift>,1
3001,A,3,3,2,14,0010001101111001101100001,0010001101111001101000011,1007,1531,1,<lshift>,1
3001,A,3,3,2,15,0010011101010001111010100,1010011101010001111000100,1008,1174,1,<lshift>,1
3001,A,3,3,2,16,1000001110100111001101011,1000001110100111011001011,1007,1602,0,<rshift>,1
3001,A,3,3,2,17,0001100010101000011110011,0001110010100000011110011,1006,1086,1,<lshift>,1
3001,A,3,3,2,18,0110101000001001100010111,1110101000000001100010111,1008,1656,0,<rshift>,1
3001,A,3,3,2,19,0001110101011011100011100,0001110101011010101011100,1007,1112,0,<rshift>,1
3001,A,3,3,2,20,1101010001000100101110011,0101010001100100101110011,1007,1041,1,<lshift>,1
3001,A,3,3,2,21,1111001000110010100100110,1101101000110010100100110,1008,1342,0,<rshift>,1
3001,A,3,3,2,22,1010000010011110100110011,1000100010011110100110011,1007,4974,0,<lshift>,0
3001,A,3,3,2,23,1011001000111000110000110,1011001000111000010100110,1007,1180,0,<rshift>,1
3001,A,3,3,2,24,0101001101100111100000010,0101001100100111100000110,1007,1112,1,<lshift>,1
3001,A,3,3,2,25,1011101110010001100001010,1011100110011001100001010,1008,1035,1,<lshift>,1
3001,A,3,3,2,26,0010101010010001111001110,0010101000010001111001111,1008,1967,0,<rshift>,1
3001,A,3,3,2,27,1000111100110100000001011,1000101100110100000101011,1007,1438,0,<rshift>,1
3001,A,3,3,2,28,1110111100000010001001100,1110111000000010001011100,1007,2254,0,<rshift>,1
3001,A,3,3,2,29,0010111000000111001101011,0010111001000111000101011,1008,1648,0,<rshift>,1
3001,A,3,3,2,30,0010010000100111111000111,0010000001100111111000111,1008,3241,1,<rshift>,0
3001,A,3,3,2,31,0011101110010001000101001,0011001110010001000101101,1008,2418,1,<rshift>,0
3001,A,3,3,2,32,0101011000011100010100011,0101011010001100010100011,1007,975,0,<rshift>,1
3001,A,3,3,2,33,1011010010011000101110001,1011011010011000101010001,1007,994,0,<rshift>,1
3001,A,3,3,2,34,1101001100101100110100001,1101001000101100110100101,1008,1014,1,<lshift>,1
3001,A,3,3,2,35,1101000001111001010011010,1101000001111100010011010,1008,842,0,<rshift>,1
3001,A,6,2,4,1,1001010110110101101010010,1001010110110100101011010,1008,1284,0,<rshift>,1
3001,A,6,2,4,2,0110010001001101000011111,0110010001101101000011110,1005,988,1,<lshift>,1
3001,A,6,2,4,3,1101100011010000010011101,1101100010010000110011101,1008,910,0,<rshift>,1
3001,A,6,2,4,4,1110110001000101000011110,1110110001010101000010110,1008,1028,1,<lshift>,1
3001,A,6,2,4,5,0011010100001000101111010,0011010101001000100111010,1007,1371,0,<rshift>,1
3001,A,6,2,4,6,1101010111000000010011111,1101010111000000110011101,1007,1281,1,<lshift>,1
3001,A,6,2,4,7,0011101001011001001111100,1011101001011001001110100,1007,1213,1,<lshift>,1
3001,A,6,2,4,8,1100001111010010011001001,0110001111010010011001001,1008,2459,1,<lshift>,1
3001,A,6,2,4,9,0000001101100111111110000,0000001101100111101111000,1007,927,0,<rshift>,1
3001,A,6,2,4,10,1001001110001010011110011,1001101010001010011110011,1008,961,0,<rshift>,1
3001,A,6,2,4,11,0001111011010000111101001,1001111011010000111100001,1007,1451,1,<lshift>,1
3001,A,6,2,4,12,0111000100010010101111010,0111000100010110101110010,1008,976,0,<rshift>,1
3001,A,6,2,4,13,0111110100000011101010101,0111110100100011101010100,1007,1574,0,<rshift>,1
3001,A,6,2,4,14,1101010000000111001010110,0101010000000111101010110,1007,1084,0,<rshift>,1
3001,A,6,2,4,15,0011110110000000100101101,0011010110000010100101101,1007,2162,0,<lshift>,0
3001,A,6,2,4,16,1010010101000001110010011,0010010101010001110010011,1007,866,0,<rshift>,1
3001,A,6,2,4,17,0010101101110111000000010,1010101101100111000000010,1007,840,1,<lshift>,1
3001,A,6,2,4,18,0111110001011000111010100,0111110001011001110010100,1007,851,1,<lshift>,1
3001,A,6,2,4,19,1000100001011110001101111,0010100001011110001101111,1007,3060,0,<rshift>,1
3001,A,6,2,4,20,0100100011100001110010101,0100100011110001110010100,1007,1096,1,<lshift>,1
3001,A,6,2,4,21,1000100100111011010000111,1000100100111101010000111,1008,1057,0,<rshift>,1
3001,A,6,2,4,22,0000001111000010110101101,0000001111010000110101101,1007,976,1,<lshift>,1
3001,A,6,2,4,23,1011100101110000100101000,1011000101110000110101000,1006,1488,1,<lshift>,1
3001,A,6,2,4,24,1000100101011101101001101,1000100101001101101001111,1007,1793,0,<rshift>,1
3001,A,6,2,4,25,0111110101010001101100001,0101110101110001101100001,1007,1108,0,<rshift>,1
3001,A,6,2,4,26,1000111101010011111010000,1000111111000011111010000,1006,982,1,<lshift>,1
3001,A,6,2,4,27,1001000010101111001001100,1001000010101111001000110,1007,938,1,<lshift>,1
3001,A,6,2,4,28,1111101001000001111101000,1111101000000001111101010,1008,1244,0,<rshift>,1
3001,A,6,2,4,29,1110100100001011010011000,1110100100001011010010100,1007,1502,0,<rshift>,1
3001,A,6,2,4,30,0001011010111011010000100,0001011010101011010100100,1008,1832,1,<lshift>,1
3001,A,6,2,4,31,1111011100100000011001101,1111011100100000101001101,1008,1417,1,<lshift>,1
3001,A,6,2,4,32,1010001000110111001110001,1000101000110111001110001,1007,2287,0,<rshift>,1
3001,A,6,2,4,33,0000110100111001001010110,0000010101111001001010110,1007,1439,0,<rshift>,1
3001,A,6,2,4,34,0110101000010000111101101,0111101000010000111100101,1007,888,0,<rshift>,1
3001,A,6,2,4,35,1000011010001000111001101,1000011110001000101001101,1007,1750,1,<lshift>,1
3001,A,7,3,3,1,0011100101001110011100100,0011100101001110001110100,1007,805,0,<rshift>,1
3001,A,7,3,3,2,1000000111101101101000001,1000000111101100101000101,1007,820,1,<lshift>,1
3001,A,7,3,3,3,0010110001100011100001011,0010110011000011100001011,1007,1061,0,<rshift>,1
3001,A,7,3,3,4,0010001110000101111111100,0010001110000111111011100,1007,990,0,<rshift>,1
3001,A,7,3,3,5,1000011001011100011001111,1000011001011000011011111,1007,813,1,<lshift>,1
3001,A,7,3,3,6,1011100110000110111000101,1011100110000010111010101,1007,1041,0,<rshift>,1
3001,A,7,3,3,7,1001011000101000011000111,1101011000101000001000111,1007,893,0,<rshift>,1
3001,A,7,3,3,8,0110100100000110101100101,0110100100000110100101101,1007,2014,1,<lshift>,1
3001,A,7,3,3,9,1100001010011011000111011,1100001010011010000111111,1007,1244,0,<rshift>,1
3001,A,7,3,3,10,0110101101101100100100100,0110101001101101100100100,1008,904,0,<rshift>,1
3001,A,7,3,3,11,1100101001011001110010010,1100001001011001110011010,1008,2336,0,<rshift>,1
3001,A,7,3,3,12,0001000001100100111011111,1001000001100100101011111,1008,961,1,<lshift>,1
3001,A,7,3,3,13,1011111100000011100010100,1111111100000011000010100,1008,1303,1,<lshift>,1
3001,A,7,3,3,14,1010100010010100011111101,1010100110010000011111101,1008,1750,0,<rshift>,1
3001,A,7,3,3,15,1101000110110001011110010,1101000110110001011110100,1007,3299,0,<rshift>,1
3001,A,7,3,3,16,1100101001000100011001101,1100100001000100011101101,1007,1048,1,<lshift>,1
3001,A,7,3,3,17,0111110101101001100100000,0101111101101001100100000,1008,1321,1,<lshift>,1
3001,A,7,3,3,18,0100101110101010001110100,0100101010101010001111100,1008,1875,0,<rshift>,1
3001,A,7,3,3,19,1010011101111011001000001,1010011101111111000000001,1008,1065,1,<lshift>,1
3001,A,7,3,3,20,1001011111001001101010100,1001011111001101100010100,1006,980,0,<rshift>,1
3001,A,7,3,3,21,0100101100011010111100100,0100001100011010111110100,1008,1797,1,<lshift>,1
3001,A,7,3,3,22,0001101000011101010101100,0001101001001101010101100,1007,1102,1,<lshift>,1
3001,A,7,3,3,23,0000101001111100100100011,0000101001111100100110001,1007,854,1,<lshift>,1
3001,A,7,3,3,24,0110000000101111110110000,0110000000101111110010010,1006,1000,0,<rshift>,1
3001,A,7,3,3,25,1001000011111111000100001,1001000011111101010100001,1008,941,1,<lshift>,1
3001,A,7,3,3,26,1101110000010101010100100,1101110000010111010100000,1007,1365,1,<lshift>,1
3001,A,7,3,3,27,0001011000011011100111000,1001011000001011100111000,1007,1047,1,<lshift>,1
3001,A,7,3,3,28,0111000011110000011010111,1111000011010000011010111,1007,2048,1,<lshift>,1
3001,A,7,3,3,29,0101000011100101010011101,0001100011100101010011101,1008,1141,0,<rshift>,1
3001,A,7,3,3,30,0000111110101101010110000,0001011110101101010110000,1007,1183,1,<lshift>,1
3001,A,7,3,3,31,1011100010001100100010101,1011010010001100100010101,1007,5379,0,<lshift>,0
3001,A,7,3,3,32,1001001001110110100110001,1001001001110100101110001,1008,1746,1,<lshift>,1
3001,A,7,3,3,33,0101011100100000111010001,0101001101100000111010001,1007,1592,0,<rshift>,1
3001,A,7,3,3,34,0010011011100010001101100,0010011111100010001101000,1007,1002,1,<lshift>,1
3001,A,7,3,3,35,0001100111100000110100101,0001100011100000111100101,1008,1193,1,<lshift>,1
3001,A,8,4,6,1,1001101111001011000000001,1001101111001011000000100,1008,1178,1,<rshift>,0
3001,A,8,4,6,2,1100000011100101101001100,1100000011100101001101100,1008,1156,0,<rshift>,1
3001,A,8,4,6,3,1000011011001010110001110,1000001011001010110001111,1008,1006,0,<rshift>,1
3001,A,8,4,6,4,1101010011000001110101100,1101010010001001110101100,1008,1067,0,<rshift>,1
3001,A,8,4,6,5,0100100111001111001101010,0100100111001111101100010,1007,777,1,<lshift>,1
3001,A,8,4,6,6,0100101110011001101011010,0101101010011001101011010,1008,946,0,<rshift>,1
3001,A,8,4,6,7,1011011001101001100100001,0011011001101001100100011,1007,2193,1,<lshift>,1
3001,A,8,4,6,8,1100110100000010011101110,1100010100000010011101111,1008,1184,1,<lshift>,1
3001,A,8,4,6,9,0101101010101101001001011,1101100010101101001001011,1007,986,0,<rshift>,1
3001,A,8,4,6,10,0011001110011101001011000,0001001110111101001011000,1008,1286,0,<rshift>,1
3001,A,8,4,6,11,1000010011010001110101101,1000010111010001110001101,1007,4148,0,<rshift>,1
3001,A,8,4,6,12,1111101111001000010001000,1110101111001000010001100,1008,1744,1,<lshift>,1
3001,A,8,4,6,13,0010110110010010110101110,1010110110000010110101110,1007,2308,0,<rshift>,1
3001,A,8,4,6,14,1001100001111101100000100,1000100001111101100001100,1007,1459,1,<lshift>,1
3001,A,8,4,6,15,0101100001110010001101101,0101100011110010001001101,1008,979,0,<rshift>,1
3001,A,8,4,6,16,0100111100011000111101001,1100011100011000111101001,1008,828,1,<lshift>,1
3001,A,8,4,6,17,0001000100110100110111001,0001000100110100111011001,1007,1454,1,<lshift>,1
3001,A,8,4,6,18,0000101010101111110100101,0000101010101101110100111,1007,3172,0,<lshift>,0
3001,A,8,4,6,19,0010101100001001011101101,0010101110000001011101101,1007,1148,0,<rshift>,1
3001,A,8,4,6,20,1001110011100100100010110,1011110011100100100010100,1008,944,0,<rshift>,1
3001,A,8,4,6,21,0000101101100010010110110,0000101001100010010110111,1006,740,1,<lshift>,1
3001,A,8,4,6,22,1101100010100111001010001,1101101010000111001010001,1008,2137,0,<rshift>,1
3001,A,8,4,6,23,1101001001010110001011100,1101011001010110000011100,1008,924,0,<rshift>,1
3001,A,8,4,6,24,0101110110000101001100011,0101110111000101000100011,1008,2117,1,<lshift>,1
3001,A,8,4,6,25,0011010101110001100001001,0011010110110001100001001,1007,1088,1,<lshift>,1
3001,A,8,4,6,26,0001010001001111101000111,0001010001001110101100111,1008,907,1,<lshift>,1
3001,A,8,4,6,27,1101001000011100100010111,1101001000011000101010111,1009,967,1,<rshift>,0
3001,A,8,4,6,28,1010101011110000001010111,1010111010110000001010111,1006,1049,1,<lshift>,1
3001,A,8,4,6,29,0011010100011100001011001,0011010100011110000011001,1006,1713,0,<lshift>,0
3001,A,8,4,6,30,0011100100011010111101100,0011100100011010111100101,1006,2408,1,<rshift>,0
3001,A,8,4,6,31,1010111001011001100000001,1010111000011101100000001,1007,1297,0,<lshift>,0
3001,A,8,4,6,32,1100000111010110100101110,1110000111010110100100110,1008,979,1,<lshift>,1
3001,A,8,4,6,33,0100011001101110101100001,1100011001001110101100001,1008,953,0,<rshift>,1
3001,A,8,4,6,34,1100011011001001010110000,1110011011000001010110000,1007,982,0,<rshift>,1
3001,A,8,4,6,35,1011100011001000001010011,1010100011001000101010011,1006,1076,0,<rshift>,1
3001,B,2,3,6,1,1111010100001000010001011,1111010100000000010101011,1007,485,0,<rshift>,1
3001,B,2,3,6,2,1010010101100100001101100,1010010111100000001101100,1008,1050,0,<lshift>,0
3001,B,2,3,6,3,0101000011100101011100111,0101000011100001011110111,1007,605,1,<lshift>,1
3001,B,2,3,6,4,1100011001010101110000111,1100011001000101110100111,1006,1218,0,<lshift>,0
3001,B,2,3,6,5,1011000011101101001011010,1011000011101101101011000,1006,679,0,<rshift>,1
