subnum,trial,baseImage,stimCode,type,probeCond,probe,x,y,probeFile,clickResp,corr,time1,time2,responsetime,size,Centrality
131,13,i294,20,ABSENT,2,3,310,152,Stimuli/Probes/i294-3.png,0,1,276453,277910,1457,259,345
131,14,i294,120,ABSENT,3,3,310,152,Stimuli/Probes/i294-3.png,0,1,283476,285087,1611,259,345
131,15,i264,20,ABSENT,2,1,-264,103,Stimuli/Probes/i264-1.png,0,1,290956,292358,1402,155,283
131,16,i294,0,ABSENT,1,1,-239,260,Stimuli/Probes/i294-1.png,0,1,298516,299414,898,238,353
131,17,i264,23,ABSENT,3,1,-264,103,Stimuli/Probes/i264-1.png,0,1,305380,306959,1579,155,283
131,18,i294,0,ABSENT,1,3,310,152,Stimuli/Probes/i294-3.png,0,1,313115,314022,907,259,345
131,19,i294,103,ABSENT,3,2,-237,-211,Stimuli/Probes/i294-2.png,1,0,320075,321998,1923,237,317
131,20,i9,20,PRESENT,4,2,30,45,Stimuli/Probes/i9-2.png,1,1,329756,330671,915,104,54
131,21,i294,100,PRESENT,4,1,-239,260,Stimuli/Probes/i294-1.png,1,1,335291,336342,1051,238,353
131,22,i294,120,PRESENT,5,2,-237,-211,Stimuli/Probes/i294-2.png,1,1,340595,342661,2066,237,317
131,23,i9,0,ABSENT,1,1,-234,30,Stimuli/Probes/i9-1.png,0,1,354163,354941,778,92,236
131,24,i9,3,ABSENT,2,1,-234,30,Stimuli/Probes/i9-1.png,0,1,360938,362013,1075,92,236
131,25,i294,0,ABSENT,1,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,370179,371061,882,237,317
131,26,i9,100,ABSENT,2,2,30,45,Stimuli/Probes/i9-2.png,0,1,377482,378533,1051,104,54
131,27,i9,103,PRESENT,5,3,248,74,Stimuli/Probes/i9-3.png,1,1,382746,383589,843,80,259
131,28,i264,3,PRESENT,4,3,389,-8,Stimuli/Probes/i264-3.png,1,1,389346,390580,1234,161,389
131,29,i264,23,PRESENT,5,2,26,141,Stimuli/Probes/i264-2.png,1,1,399474,400972,1498,172,143
131,30,i9,103,ABSENT,3,2,30,45,Stimuli/Probes/i9-2.png,0,1,405121,406140,1019,104,54
131,31,i9,120,PRESENT,5,1,-234,30,Stimuli/Probes/i9-1.png,1,1,410506,411572,1066,92,236
131,32,i9,120,ABSENT,3,3,248,74,Stimuli/Probes/i9-3.png,0,1,415554,416636,1082,80,259
131,33,i264,0,ABSENT,1,1,-264,103,Stimuli/Probes/i264-1.png,0,1,421025,421692,667,155,283
131,34,i264,0,ABSENT,1,3,389,-8,Stimuli/Probes/i264-3.png,0,1,426161,426916,755,161,389
131,35,i9,0,ABSENT,1,2,30,45,Stimuli/Probes/i9-2.png,0,1,430834,431620,786,104,54
131,36,i264,20,PRESENT,4,2,26,141,Stimuli/Probes/i264-2.png,1,1,435001,436028,1027,172,143
131,37,i294,3,ABSENT,2,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,439674,440652,978,237,317
131,38,i294,20,PRESENT,4,2,-237,-211,Stimuli/Probes/i294-2.png,1,1,444945,445844,899,237,317
131,39,i9,100,PRESENT,4,1,-234,30,Stimuli/Probes/i9-1.png,1,1,450241,450987,746,92,236
131,40,i264,3,ABSENT,2,2,26,141,Stimuli/Probes/i264-2.png,0,1,454585,455308,723,172,143
131,41,i294,120,PRESENT,5,1,-239,260,Stimuli/Probes/i294-1.png,1,1,460369,461172,803,238,353
131,42,i264,100,PRESENT,4,1,-264,103,Stimuli/Probes/i264-1.png,1,1,463984,465211,1227,155,283
131,43,i294,20,ABSENT,2,1,-239,260,Stimuli/Probes/i294-1.png,0,1,471209,472139,930,238,353
131,44,i264,23,PRESENT,5,3,389,-8,Stimuli/Probes/i264-3.png,1,1,474841,476283,1442,161,389
131,45,i9,23,PRESENT,5,2,30,45,Stimuli/Probes/i9-2.png,1,1,481024,481692,668,104,54
132,1,i9,0,ABSENT,1,1,-234,30,Stimuli/Probes/i9-1.png,0,1,125409,141202,15793,92,236
132,2,i9,3,ABSENT,2,2,30,45,Stimuli/Probes/i9-2.png,0,1,150519,153218,2699,104,54
132,3,i264,120,ABSENT,3,3,389,-8,Stimuli/Probes/i264-3.png,0,1,159360,161714,2354,161,389
132,4,i264,100,PRESENT,4,1,-264,103,Stimuli/Probes/i264-1.png,1,1,168383,170586,2203,155,283
132,5,i264,103,PRESENT,5,1,-264,103,Stimuli/Probes/i264-1.png,1,1,177255,179297,2042,155,283
132,6,i294,20,ABSENT,2,3,310,152,Stimuli/Probes/i294-3.png,0,1,184159,186722,2563,259,345
132,7,i294,120,PRESENT,5,2,-237,-211,Stimuli/Probes/i294-2.png,1,1,190800,192810,2010,237,317
132,8,i264,3,PRESENT,4,3,389,-8,Stimuli/Probes/i264-3.png,1,1,196646,198217,1571,161,389
132,9,i9,100,PRESENT,4,1,-234,30,Stimuli/Probes/i9-1.png,1,1,202207,203393,1186,92,236
132,10,i294,100,PRESENT,4,1,-239,260,Stimuli/Probes/i294-1.png,1,1,207448,208770,1322,238,353
132,11,i294,0,ABSENT,1,3,310,152,Stimuli/Probes/i294-3.png,0,1,212319,213481,1162,259,345
132,12,i264,103,PRESENT,5,3,389,-8,Stimuli/Probes/i264-3.png,1,1,217910,219265,1355,161,389
132,13,i294,3,ABSENT,2,1,-239,260,Stimuli/Probes/i294-1.png,0,1,222230,223457,1227,238,353
132,14,i294,3,PRESENT,4,3,310,152,Stimuli/Probes/i294-3.png,1,1,227894,230297,2403,259,345
132,15,i294,100,ABSENT,2,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,233758,234769,1011,237,317
132,16,i264,103,ABSENT,3,2,26,141,Stimuli/Probes/i264-2.png,0,1,237774,239233,1459,172,143
132,17,i264,3,ABSENT,2,1,-264,103,Stimuli/Probes/i264-1.png,0,1,241845,243504,1659,155,283
132,18,i294,23,ABSENT,3,1,-239,260,Stimuli/Probes/i294-1.png,1,0,246109,248208,2099,238,353
132,19,i264,20,PRESENT,4,2,26,141,Stimuli/Probes/i264-2.png,1,1,250798,251672,874,172,143
132,20,i9,103,ABSENT,3,2,30,45,Stimuli/Probes/i9-2.png,0,1,254470,256073,1603,104,54
132,21,i9,0,ABSENT,1,3,248,74,Stimuli/Probes/i9-3.png,0,1,258925,260664,1739,80,259
132,22,i264,0,ABSENT,1,2,26,141,Stimuli/Probes/i264-2.png,0,1,264885,265752,867,172,143
132,23,i264,0,ABSENT,1,3,389,-8,Stimuli/Probes/i264-3.png,0,1,268349,269128,779,161,389
132,24,i9,103,PRESENT,5,1,-234,30,Stimuli/Probes/i9-1.png,1,1,271478,272519,1041,92,236
132,25,i264,3,ABSENT,2,2,26,141,Stimuli/Probes/i264-2.png,0,1,275013,276152,1139,172,143
132,26,i9,120,ABSENT,3,3,248,74,Stimuli/Probes/i9-3.png,0,1,280357,281536,1179,80,259
132,27,i294,103,ABSENT,3,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,283981,285664,1683,237,317
132,28,i9,23,PRESENT,5,3,248,74,Stimuli/Probes/i9-3.png,1,1,288389,289527,1138,80,259
132,29,i294,0,ABSENT,1,1,-239,260,Stimuli/Probes/i294-1.png,0,1,292173,293039,866,238,353
132,30,i9,23,ABSENT,3,1,-234,30,Stimuli/Probes/i9-1.png,0,1,295709,297056,1347,92,236
132,31,i294,103,PRESENT,5,3,310,152,Stimuli/Probes/i294-3.png,0,0,299437,302392,2955,259,345
132,32,i264,0,ABSENT,1,1,-264,103,Stimuli/Probes/i264-1.png,0,1,305468,306271,803,155,283
132,33,i294,20,PRESENT,4,2,-237,-211,Stimuli/Probes/i294-2.png,1,1,309004,309903,899,237,317
132,34,i294,0,ABSENT,1,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,312757,313551,794,237,317
132,35,i264,23,ABSENT,3,1,-264,103,Stimuli/Probes/i264-1.png,0,1,316181,317672,1491,155,283
132,36,i9,100,ABSENT,2,3,248,74,Stimuli/Probes/i9-3.png,0,1,319924,320791,867,80,259
132,37,i294,120,ABSENT,3,3,310,152,Stimuli/Probes/i294-3.png,0,1,323221,324256,1035,259,345
132,38,i9,3,ABSENT,2,1,-234,30,Stimuli/Probes/i9-1.png,0,1,326452,327671,1219,92,236
132,39,i264,20,ABSENT,2,3,389,-8,Stimuli/Probes/i264-3.png,0,1,330036,330999,963,161,389
132,40,i9,0,ABSENT,1,2,30,45,Stimuli/Probes/i9-2.png,0,1,334620,335566,946,104,54
132,41,i9,3,PRESENT,4,3,248,74,Stimuli/Probes/i9-3.png,1,1,338884,339799,915,80,259
132,42,i9,23,PRESENT,5,2,30,45,Stimuli/Probes/i9-2.png,0,0,342932,345207,2275,104,54
132,43,i9,20,PRESENT,4,2,30,45,Stimuli/Probes/i9-2.png,1,1,350155,350974,819,104,54
132,44,i264,120,PRESENT,5,2,26,141,Stimuli/Probes/i264-2.png,1,1,353267,354286,1019,172,143
132,45,i294,120,PRESENT,5,1,-239,260,Stimuli/Probes/i294-1.png,1,1,357148,358046,898,238,353
133,1,i264,23,PRESENT,5,2,26,141,Stimuli/Probes/i264-2.png,1,1,135089,140187,5098,172,143
133,2,i264,0,ABSENT,1,3,389,-8,Stimuli/Probes/i264-3.png,0,1,158177,160506,2329,161,389
133,3,i9,120,ABSENT,3,3,248,74,Stimuli/Probes/i9-3.png,1,0,166000,171691,5691,80,259
133,4,i264,120,ABSENT,3,3,389,-8,Stimuli/Probes/i264-3.png,1,0,175264,176402,1138,161,389
133,5,i9,103,ABSENT,3,2,30,45,Stimuli/Probes/i9-2.png,0,1,180296,182098,1802,104,54
133,6,i294,0,ABSENT,1,3,310,152,Stimuli/Probes/i294-3.png,0,1,187144,192674,5530,259,345
133,7,i294,100,ABSENT,2,3,310,152,Stimuli/Probes/i294-3.png,1,0,198191,199482,1291,259,345
133,8,i264,20,PRESENT,4,2,26,141,Stimuli/Probes/i264-2.png,1,1,205392,206482,1090,172,143
133,9,i9,23,PRESENT,5,3,248,74,Stimuli/Probes/i9-3.png,1,1,211015,212378,1363,80,259
133,10,i294,100,PRESENT,4,1,-239,260,Stimuli/Probes/i294-1.png,1,1,217567,218346,779,238,353
133,11,i9,103,PRESENT,5,1,-234,30,Stimuli/Probes/i9-1.png,1,1,222879,223953,1074,92,236
133,12,i9,100,ABSENT,2,3,248,74,Stimuli/Probes/i9-3.png,1,0,228623,229778,1155,80,259
133,13,i264,20,ABSENT,2,1,-264,103,Stimuli/Probes/i264-1.png,0,1,234079,235418,1339,155,283
133,14,i294,23,ABSENT,3,1,-239,260,Stimuli/Probes/i294-1.png,1,0,239174,240609,1435,238,353
133,15,i264,0,ABSENT,1,2,26,141,Stimuli/Probes/i264-2.png,0,1,243598,244537,939,172,143
133,16,i9,0,ABSENT,1,1,-234,30,Stimuli/Probes/i9-1.png,0,1,248279,249049,770,92,236
133,17,i9,3,PRESENT,4,3,248,74,Stimuli/Probes/i9-3.png,1,1,252711,253489,778,80,259
133,18,i294,103,ABSENT,3,2,-237,-211,Stimuli/Probes/i294-2.png,1,0,257831,259345,1514,237,317
133,19,i9,0,ABSENT,1,3,248,74,Stimuli/Probes/i9-3.png,0,1,264606,265465,859,80,259
133,20,i264,3,PRESENT,4,3,389,-8,Stimuli/Probes/i264-3.png,1,1,269246,271296,2050,161,389
133,21,i294,20,ABSENT,2,1,-239,260,Stimuli/Probes/i294-1.png,1,0,276414,276993,579,238,353
133,22,i294,20,PRESENT,4,2,-237,-211,Stimuli/Probes/i294-2.png,1,1,280294,281273,979,237,317
133,23,i9,23,PRESENT,5,2,30,45,Stimuli/Probes/i9-2.png,1,1,297462,298129,667,104,54
133,24,i264,120,PRESENT,5,1,-264,103,Stimuli/Probes/i264-1.png,1,1,302893,305456,2563,155,283
133,25,i294,100,ABSENT,2,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,308157,309240,1083,237,317
133,26,i294,120,PRESENT,5,2,-237,-211,Stimuli/Probes/i294-2.png,1,1,313294,314120,826,237,317
133,27,i294,120,ABSENT,3,3,310,152,Stimuli/Probes/i294-3.png,1,0,318757,320104,1347,259,345
133,28,i9,3,ABSENT,2,1,-234,30,Stimuli/Probes/i9-1.png,1,0,325389,326480,1091,92,236
133,29,i294,23,PRESENT,5,3,310,152,Stimuli/Probes/i294-3.png,1,1,331293,332623,1330,259,345
133,30,i264,0,ABSENT,1,1,-264,103,Stimuli/Probes/i264-1.png,0,1,337085,338295,1210,155,283
133,31,i264,23,ABSENT,3,1,-264,103,Stimuli/Probes/i264-1.png,0,1,340885,342880,1995,155,283
133,32,i9,20,PRESENT,4,2,30,45,Stimuli/Probes/i9-2.png,1,1,350004,350623,619,104,54
133,33,i294,0,ABSENT,1,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,353708,355063,1355,237,317
133,34,i9,3,ABSENT,2,2,30,45,Stimuli/Probes/i9-2.png,0,1,359405,360191,786,104,54
133,35,i264,100,ABSENT,2,2,26,141,Stimuli/Probes/i264-2.png,0,1,363820,364503,683,172,143
133,36,i9,0,ABSENT,1,2,30,45,Stimuli/Probes/i9-2.png,0,1,367964,368727,763,104,54
133,37,i9,100,PRESENT,4,1,-234,30,Stimuli/Probes/i9-1.png,1,1,372884,373759,875,92,236
133,38,i9,23,ABSENT,3,1,-234,30,Stimuli/Probes/i9-1.png,0,1,377164,378750,1586,92,236
133,39,i294,103,PRESENT,5,1,-239,260,Stimuli/Probes/i294-1.png,1,1,383340,384279,939,238,353
133,40,i294,0,ABSENT,1,1,-239,260,Stimuli/Probes/i294-1.png,0,1,387557,388143,586,238,353
133,41,i264,100,ABSENT,2,3,389,-8,Stimuli/Probes/i264-3.png,0,1,390964,392279,1315,161,389
133,42,i294,3,PRESENT,4,3,310,152,Stimuli/Probes/i294-3.png,1,1,395251,396078,827,259,345
133,43,i264,23,PRESENT,5,3,389,-8,Stimuli/Probes/i264-3.png,1,1,399564,400494,930,161,389
133,44,i264,100,PRESENT,4,1,-264,103,Stimuli/Probes/i264-1.png,1,1,403980,404687,707,155,283
133,45,i264,103,ABSENT,3,2,26,141,Stimuli/Probes/i264-2.png,0,1,407932,408735,803,172,143
134,1,i294,100,PRESENT,4,1,-239,260,Stimuli/Probes/i294-1.png,1,1,144362,156068,11706,238,353
134,2,i294,103,ABSENT,3,2,-237,-211,Stimuli/Probes/i294-2.png,1,0,170840,175772,4932,237,317
134,3,i9,103,PRESENT,5,1,-234,30,Stimuli/Probes/i9-1.png,1,1,185242,189299,4057,92,236
134,4,i9,100,ABSENT,2,3,248,74,Stimuli/Probes/i9-3.png,0,1,199105,203603,4498,80,259
134,5,i9,20,PRESENT,4,2,30,45,Stimuli/Probes/i9-2.png,1,1,218392,222499,4107,104,54
134,6,i264,20,PRESENT,4,2,26,141,Stimuli/Probes/i264-2.png,1,1,231488,234666,3178,172,143
134,7,i264,0,ABSENT,1,2,26,141,Stimuli/Probes/i264-2.png,0,1,242240,244234,1994,172,143
134,8,i264,23,ABSENT,3,1,-264,103,Stimuli/Probes/i264-1.png,0,1,254799,260538,5739,155,283
134,9,i264,120,ABSENT,3,3,389,-8,Stimuli/Probes/i264-3.png,0,1,267415,270082,2667,161,389
134,10,i9,120,PRESENT,5,2,30,45,Stimuli/Probes/i9-2.png,1,1,275280,276522,1242,104,54
134,11,i264,3,PRESENT,4,3,389,-8,Stimuli/Probes/i264-3.png,1,1,279975,281153,1178,161,389
134,12,i294,20,PRESENT,4,2,-237,-211,Stimuli/Probes/i294-2.png,1,1,288543,293009,4466,237,317
134,13,i294,120,ABSENT,3,3,310,152,Stimuli/Probes/i294-3.png,0,1,306095,313585,7490,259,345
134,14,i294,3,ABSENT,2,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,322102,326176,4074,237,317
134,15,i264,100,ABSENT,2,2,26,141,Stimuli/Probes/i264-2.png,0,1,329430,330312,882,172,143
134,16,i264,0,ABSENT,1,1,-264,103,Stimuli/Probes/i264-1.png,0,1,338055,339209,1154,155,283
134,17,i294,0,ABSENT,1,3,310,152,Stimuli/Probes/i294-3.png,0,1,343245,346224,2979,259,345
134,18,i294,20,ABSENT,2,3,310,152,Stimuli/Probes/i294-3.png,0,1,350038,352096,2058,259,345
134,19,i294,0,ABSENT,1,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,356742,357616,874,237,317
134,20,i9,20,ABSENT,2,1,-234,30,Stimuli/Probes/i9-1.png,0,1,364397,365784,1387,92,236
134,21,i9,0,ABSENT,1,1,-234,30,Stimuli/Probes/i9-1.png,0,1,368413,369424,1011,92,236
134,22,i294,23,ABSENT,3,1,-239,260,Stimuli/Probes/i294-1.png,0,1,376677,378008,1331,238,353
134,23,i9,100,PRESENT,4,1,-234,30,Stimuli/Probes/i9-1.png,1,1,379981,381513,1532,92,236
134,24,i294,23,PRESENT,5,2,-237,-211,Stimuli/Probes/i294-2.png,1,1,386149,388096,1947,237,317
134,25,i264,100,PRESENT,4,1,-264,103,Stimuli/Probes/i264-1.png,1,1,391517,392519,1002,155,283
134,26,i294,3,PRESENT,4,3,310,152,Stimuli/Probes/i294-3.png,1,1,398989,401032,2043,259,345
134,27,i9,100,ABSENT,2,2,30,45,Stimuli/Probes/i9-2.png,0,1,404668,405607,939,104,54
134,28,i9,103,PRESENT,5,3,248,74,Stimuli/Probes/i9-3.png,1,1,409028,411359,2331,80,259
134,29,i9,103,ABSENT,3,2,30,45,Stimuli/Probes/i9-2.png,0,1,417277,419199,1922,104,54
134,30,i264,23,PRESENT,5,2,26,141,Stimuli/Probes/i264-2.png,1,1,422628,423575,947,172,143
134,31,i264,103,ABSENT,3,2,26,141,Stimuli/Probes/i264-2.png,0,1,427196,427999,803,172,143
134,32,i9,120,ABSENT,3,3,248,74,Stimuli/Probes/i9-3.png,0,1,431604,432663,1059,80,259
134,33,i294,0,ABSENT,1,1,-239,260,Stimuli/Probes/i294-1.png,0,1,437588,438510,922,238,353
134,34,i264,120,PRESENT,5,1,-264,103,Stimuli/Probes/i264-1.png,1,1,441036,441727,691,155,283
134,35,i9,3,PRESENT,4,3,248,74,Stimuli/Probes/i9-3.png,1,1,445580,446415,835,80,259
134,36,i294,103,PRESENT,5,1,-239,260,Stimuli/Probes/i294-1.png,1,1,452115,453222,1107,238,353
134,37,i9,23,ABSENT,3,1,-234,30,Stimuli/Probes/i9-1.png,0,1,459220,460494,1274,92,236
134,38,i264,20,ABSENT,2,3,389,-8,Stimuli/Probes/i264-3.png,1,0,463572,463629,57,161,389
134,39,i264,103,PRESENT,5,3,389,-8,Stimuli/Probes/i264-3.png,1,1,469899,472086,2187,161,389
134,40,i264,0,ABSENT,1,3,389,-8,Stimuli/Probes/i264-3.png,0,1,475147,476310,1163,161,389
134,41,i264,3,ABSENT,2,1,-264,103,Stimuli/Probes/i264-1.png,0,1,478723,479822,1099,155,283
134,42,i294,23,PRESENT,5,3,310,152,Stimuli/Probes/i294-3.png,1,1,484763,486990,2227,259,345
134,43,i9,0,ABSENT,1,2,30,45,Stimuli/Probes/i9-2.png,0,1,494163,495141,978,104,54
134,44,i294,3,ABSENT,2,1,-239,260,Stimuli/Probes/i294-1.png,0,1,500179,501261,1082,238,353
134,45,i9,0,ABSENT,1,3,248,74,Stimuli/Probes/i9-3.png,0,1,504019,504941,922,80,259
135,1,i9,3,ABSENT,2,1,-234,30,Stimuli/Probes/i9-1.png,0,1,137515,143654,6139,92,236
135,2,i294,120,PRESENT,5,1,-239,260,Stimuli/Probes/i294-1.png,1,1,158979,165253,6274,238,353
135,3,i9,120,ABSENT,3,3,248,74,Stimuli/Probes/i9-3.png,0,1,172883,174789,1906,80,259
135,4,i9,20,PRESENT,4,2,30,45,Stimuli/Probes/i9-2.png,1,1,181450,182229,779,104,54
135,5,i264,0,ABSENT,1,2,26,141,Stimuli/Probes/i264-2.png,0,1,190875,193108,2233,172,143
135,6,i264,23,ABSENT,3,1,-264,103,Stimuli/Probes/i264-1.png,0,1,199882,202245,2363,155,283
135,7,i264,120,PRESENT,5,2,26,141,Stimuli/Probes/i264-2.png,1,1,206100,207221,1121,172,143
135,8,i9,100,ABSENT,2,2,30,45,Stimuli/Probes/i9-2.png,0,1,210890,211940,1050,104,54
135,9,i294,23,ABSENT,3,1,-239,260,Stimuli/Probes/i294-1.png,0,1,215970,218588,2618,238,353
135,10,i294,0,ABSENT,1,1,-239,260,Stimuli/Probes/i294-1.png,0,1,221922,222861,939,238,353
135,11,i264,3,PRESENT,4,3,389,-8,Stimuli/Probes/i264-3.png,1,1,226371,227132,761,161,389
135,12,i264,20,ABSENT,2,1,-264,103,Stimuli/Probes/i264-1.png,0,1,229689,230596,907,155,283
135,13,i9,103,ABSENT,3,2,30,45,Stimuli/Probes/i9-2.png,0,1,235305,235892,587,104,54
135,14,i264,120,ABSENT,3,3,389,-8,Stimuli/Probes/i264-3.png,0,1,238378,240515,2137,161,389
135,15,i9,120,PRESENT,5,1,-234,30,Stimuli/Probes/i9-1.png,1,1,243385,244716,1331,92,236
135,16,i9,23,PRESENT,5,3,248,74,Stimuli/Probes/i9-3.png,1,1,247858,250468,2610,80,259
135,17,i264,103,PRESENT,5,3,389,-8,Stimuli/Probes/i264-3.png,1,1,253761,254524,763,161,389
135,18,i294,20,PRESENT,4,2,-237,-211,Stimuli/Probes/i294-2.png,1,1,258472,259443,971,237,317
135,19,i264,100,ABSENT,2,2,26,141,Stimuli/Probes/i264-2.png,0,1,264265,264891,626,172,143
135,20,i294,103,ABSENT,3,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,271753,273547,1794,237,317
135,21,i294,3,PRESENT,4,3,310,152,Stimuli/Probes/i294-3.png,1,1,284713,285939,1226,259,345
135,22,i264,100,ABSENT,2,3,389,-8,Stimuli/Probes/i264-3.png,0,1,290120,291915,1795,161,389
135,23,i9,23,PRESENT,5,2,30,45,Stimuli/Probes/i9-2.png,1,1,295408,296331,923,104,54
135,24,i9,3,PRESENT,4,3,248,74,Stimuli/Probes/i9-3.png,1,1,301585,302146,561,80,259
135,25,i9,100,PRESENT,4,1,-234,30,Stimuli/Probes/i9-1.png,1,1,304936,305618,682,92,236
135,26,i264,20,PRESENT,4,2,26,141,Stimuli/Probes/i264-2.png,1,1,309096,309723,627,172,143
135,27,i294,20,ABSENT,2,1,-239,260,Stimuli/Probes/i294-1.png,0,1,312008,312835,827,238,353
135,28,i294,0,ABSENT,1,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,315384,316587,1203,237,317
135,29,i264,0,ABSENT,1,1,-264,103,Stimuli/Probes/i264-1.png,0,1,318815,319834,1019,155,283
135,30,i264,0,ABSENT,1,3,389,-8,Stimuli/Probes/i264-3.png,0,1,322111,322554,443,161,389
135,31,i294,100,ABSENT,2,3,310,152,Stimuli/Probes/i294-3.png,0,1,325687,326802,1115,259,345
135,32,i9,100,ABSENT,2,3,248,74,Stimuli/Probes/i9-3.png,0,1,329760,330458,698,80,259
135,33,i264,103,ABSENT,3,2,26,141,Stimuli/Probes/i264-2.png,0,1,332959,333562,603,172,143
135,34,i264,100,PRESENT,4,1,-264,103,Stimuli/Probes/i264-1.png,1,1,337064,339082,2018,155,283
135,35,i9,0,ABSENT,1,2,30,45,Stimuli/Probes/i9-2.png,0,1,341743,342482,739,104,54
135,36,i9,0,ABSENT,1,1,-234,30,Stimuli/Probes/i9-1.png,0,1,344759,345866,1107,92,236
135,37,i294,103,PRESENT,5,3,310,152,Stimuli/Probes/i294-3.png,1,1,348280,349489,1209,259,345
135,38,i294,100,ABSENT,2,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,352231,352938,707,237,317
135,39,i294,100,PRESENT,4,1,-239,260,Stimuli/Probes/i294-1.png,1,1,355399,356122,723,238,353
135,40,i294,120,ABSENT,3,3,310,152,Stimuli/Probes/i294-3.png,0,1,358696,361138,2442,259,345
135,41,i294,23,PRESENT,5,2,-237,-211,Stimuli/Probes/i294-2.png,1,1,363511,364162,651,237,317
135,42,i294,0,ABSENT,1,3,310,152,Stimuli/Probes/i294-3.png,0,1,366782,367473,691,259,345
135,43,i9,0,ABSENT,1,3,248,74,Stimuli/Probes/i9-3.png,0,1,370391,370993,602,80,259
135,44,i9,23,ABSENT,3,1,-234,30,Stimuli/Probes/i9-1.png,0,1,373495,374505,1010,92,236
135,45,i264,120,PRESENT,5,1,-264,103,Stimuli/Probes/i264-1.png,1,1,376599,377234,635,155,283
136,1,i294,20,ABSENT,2,1,-239,260,Stimuli/Probes/i294-1.png,1,0,124585,129564,4979,238,353
136,2,i9,100,PRESENT,4,1,-234,30,Stimuli/Probes/i9-1.png,1,1,146585,147714,1129,92,236
136,3,i9,3,ABSENT,2,2,30,45,Stimuli/Probes/i9-2.png,1,0,152224,152379,155,104,54
136,4,i9,3,PRESENT,4,3,248,74,Stimuli/Probes/i9-3.png,1,1,155945,157051,1106,80,259
136,5,i264,100,ABSENT,2,3,389,-8,Stimuli/Probes/i264-3.png,1,0,164487,165258,771,161,389
136,6,i294,120,ABSENT,3,3,310,152,Stimuli/Probes/i294-3.png,1,0,168311,169922,1611,259,345
136,7,i264,3,ABSENT,2,1,-264,103,Stimuli/Probes/i264-1.png,0,1,177064,177218,154,155,283
136,8,i9,0,ABSENT,1,3,248,74,Stimuli/Probes/i9-3.png,0,1,182207,186186,3979,80,259
136,9,i294,120,PRESENT,5,2,-237,-211,Stimuli/Probes/i294-2.png,1,1,190584,190754,170,237,317
136,10,i9,23,ABSENT,3,1,-234,30,Stimuli/Probes/i9-1.png,1,0,194079,196513,2434,92,236
136,11,i9,23,PRESENT,5,2,30,45,Stimuli/Probes/i9-2.png,1,1,200694,201857,1163,104,54
136,12,i9,20,PRESENT,4,2,30,45,Stimuli/Probes/i9-2.png,1,1,206591,207841,1250,104,54
136,13,i264,0,ABSENT,1,2,26,141,Stimuli/Probes/i264-2.png,1,0,211382,211427,45,172,143
136,14,i264,3,ABSENT,2,2,26,141,Stimuli/Probes/i264-2.png,0,1,224039,226176,2137,172,143
136,15,i264,103,ABSENT,3,2,26,141,Stimuli/Probes/i264-2.png,0,1,230349,232680,2331,172,143
136,16,i264,23,ABSENT,3,1,-264,103,Stimuli/Probes/i264-1.png,0,1,237293,238896,1603,155,283
136,17,i9,20,ABSENT,2,3,248,74,Stimuli/Probes/i9-3.png,0,1,242741,244319,1578,80,259
136,18,i294,103,ABSENT,3,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,248797,250008,1211,237,317
136,19,i264,0,ABSENT,1,1,-264,103,Stimuli/Probes/i264-1.png,0,1,254221,255416,1195,155,283
136,20,i264,20,PRESENT,4,2,26,141,Stimuli/Probes/i264-2.png,1,1,261260,262759,1499,172,143
136,21,i294,100,ABSENT,2,2,-237,-211,Stimuli/Probes/i294-2.png,0,1,265708,266831,1123,237,317
136,22,i9,3,ABSENT,2,1,-234,30,Stimuli/Probes/i9-1.png,0,1,270093,271351,1258,92,236
136,23,i264,3,PRESENT,4,3,389,-8,Stimuli/Probes/i264-3.png,0,0,277636,279678,2042,161,389
136,24,i294,23,ABSENT,3,1,-239,260,Stimuli/Probes/i294-1.png,0,1,282084,283959,1875,238,353
136,25,i264,120,ABSENT,3,3,389,-8,Stimuli/Probes/i264-3.png,0,1,287259,288542,1283,161,389
136,26,i9,0,ABSENT,1,2,30,45,Stimuli/Probes/i9-2.png,0,1,291172,292150,978,104,54
136,27,i294,103,PRESENT,5,3,310,152,Stimuli/Probes/i294-3.png,1,1,296515,297806,1291,259,345
136,28,i264,0,ABSENT,1,3,389,-8,Stimuli/Probes/i264-3.png,0,1,303907,304773,866,161,389
136,29,i294,3,PRESENT,4,3,310,152,Stimuli/Probes/i294-3.png,1,1,308499,309509,1010,259,345
136,30,i264,120,PRESENT,5,1,-264,103,Stimuli/Probes/i264-1.png,0,0,311763,313021,1258,155,283
